title,text,created_at,author,keywords
Study finds 1.7 million New Yorkers have been infected with SARS-Cov-2 and virus was in NYC earlier than reported,"The virus that causes COVID-19 was present in New York City long before the city's first case of the disease was confirmed on March 1, according to a new study.",2020-11-03T16:30:02.215Z,Latest Science News -- ScienceDaily,
Raspberry Pi Foundation announces the cute little Raspberry Pi 400,"This is the Atari 400 Raspberry Pi 400. The Raspberry Pi Foundation is launching a new product today — and it’s a brand new device. As you can see in the photo, the Raspberry Pi 400 is a computer integrated in a compact keyboard that costs $70. And it is the easiest way to get […]",2020-11-02T08:30:00.261Z,TechCrunch,
Email creation startup Stensul raises $16M,"Stensul, a startup aiming to streamline the process of building marketing emails, has raised $16 million in Series B funding. When the company raised its $7 million Series A two years ago, founder and CEO Noah Dinkin told me about how it spun out of his previous startup, FanBridge. And while there are many products focused […]",2020-11-02T15:30:00.190Z,TechCrunch,
 Best colocation providers of 2020 ,Get complete control over your hardware and software configuration with colocation hosting.,2020-11-04T17:00:01.664Z, TechRadar - All the latest technology news ,
The best prepaid cell phone plans for 2020,Looking to save money on your phone plan? We're running through the best prepaid plan options and taking a look at precisely what you get for your money.,2020-11-02T07:30:01.704Z,Digital Trends,
 The best cheap soundbar deals and sales for November 2020 ,"Want a cheap, spectacular-sounding soundbar? We’ve compiled a list of the best soundbar speaker deals and sales.",2020-11-02T10:30:01.456Z, TechRadar - All the latest technology news ,
Agriculture: A loan for lean season,"For farmers in rural Zambia, payday comes just once a year, at harvest time. This fact impacts nearly every aspect of their lives, but until now researchers hadn't realized the true extent.",2020-11-02T19:30:01.615Z,Latest Science News -- ScienceDaily,
How Paris is tackling inequalities in its transport sector,"The issue of inclusivity in mobility is pressing on two sides. On the service side, systems are largely designed following ‘standard’ commuting routes which often fail to address the diversity of people’s needs, generating discrimination by omission. On the labour market side, jobs in the transportation sector are in majority occupied by men as, according to Eurostat, women make up only 22% of transport workers in Europe. Working to address gender-related inequalities in the transport sector, the European project TInnGO set up a Transport Innovation Gender Observatory that explores transport not just as a way of moving people from one point to another, but… 
This story continues at The Next Web",2020-11-04T13:00:00.192Z,The Next Web,
"Detection of a short, intense radio burst in Milky Way",New data from astronomers strongly suggest that magnetars -- a type of neutron star believed to have an extremely powerful magnetic field -- could be the source of some fast radio bursts (FRBs).,2020-11-04T17:30:02.088Z,Latest Science News -- ScienceDaily,
 NordVPN's early Black Friday VPN deal gives you the chance to get two years extra free ,"This will likely be one of the best VPN deals we see this sales season - one month, one year or two years free from the biggest provider in the world.",2020-11-02T14:00:03.481Z, TechRadar - All the latest technology news ,
Apple Confirms ‘One More Thing’ Special Event For November 10,It has been largely rumored that Apple will be hosting an event this month in which the company will officially introduce the world to its first Apple Silicon powered computers. This isn’t that much of a stretch to think that it’s true because Apple did previously confirm that they will be launching the computers by the end of the year.Now it looks like the rumors are right on the money […],2020-11-03T00:30:01.374Z,Ubergizmo,
Apple Announces Replacement Program For Some AirPods Pro Owners,"If you have recently bought a pair of AirPods Pro from Apple, it seems that you could be eligible for a free replacement unit. This is according to a support document on Apple’s website in which they state that AirPods manufactured before October 2020 could fall victim to some sound-related issues.According to Apple, if your AirPods Pro is experiencing, “Crackling or static sounds that increase in loud environments, with exercise […]",2020-11-02T06:30:03.040Z,Ubergizmo,
Newly discovered Earth-like rogue planet might be smallest free floating world,Newly discovered Earth-like rogue planet might be smallest free floating world,2020-11-02T06:30:01.184Z,Firstpost Tech Latest News,
" The 10 best Walmart Black Friday deals: TVs, AirPods, Instant Pot, laptops, and more ","We've rounded up the best Walmart Black Friday deals from the early sale, which include big discounts on TVs, AirPods, Instant Pot, laptops, and more.",2020-11-05T00:00:02.318Z, TechRadar - All the latest technology news ,
 Valorant has added Paytm as a payment method in the game ,Valorant has now added Indian payment option Paytm after 5 months since launching the game.,2020-11-02T12:00:01.534Z, TechRadar - All the latest technology news ,
Here’s a flying car that really is a flying car,The awesome AirCar can transform between an automobile and an aircraft in the space of just three minutes.,2020-11-02T11:30:00.708Z,Digital Trends,
Everything you need to know about the coronavirus,"Illustration by Ana Kova

  
Public health experts around the globe are scrambling to understand, track, and contain a virus that appeared in Wuhan, China, at the beginning of December 2019. The World Health Organization (WHO) named the disease caused by the virus COVID-19, which references the type of virus and the year it emerged. The WHO declared that the virus is a pandemic. 
The Verge will update this page as new information emerges. You can also find our breakdown of what research shows about how to live in a pandemic world here. 



You can see where and how many cases of the illness have been reported on this map. As this important story continues to unfold, our hope is to keep you up to date as people work to understand this virus and contain its spread.
T...
Continue reading…",2020-11-04T17:30:00.407Z,The Verge -  All Posts,
How Rock the Vote Became Tok the Vote,"On this week’s Get WIRED podcast, writer Arielle Pardes talks about the world of political TikTok.",2020-11-02T12:30:00.134Z,Wired,
The best smart locks for 2020,"Smart locks are easy to install and control, but there are many brands to choose from. Here are our favorites.",2020-11-02T18:00:00.691Z,Digital Trends,
Fortnite will be available for PlayStation 5 and Xbox Series X/S at launch,"As ever, launch title choices are likely to be a concern for gamers plunking down cash on a next-gen console. They can, however, take solace in the fact that the immensely popular battle royale title Fortnite will be available for both the PlayStation 5 and Xbox Series X/S when those systems arrive a couple of […]",2020-11-02T16:00:00.250Z,TechCrunch,
How to Get Started With Dungeons & Dragons,"D&D can look difficult to get into, but with the right tools and a community you can vibe with, it’s much easier than it looks.",2020-11-02T06:30:00.344Z,Wired,
